episode_id,household_day,household_id,cost_inr,import_kwh,peak_kw,mean_kw,peak_to_average,overrides,discomfort,unserved_kwh,infeasible_steps,outage_steps,policy
validation:ires_ap_ires_56f4f01b639df42b:2023-09-18:serve_preferred,validation:ires_ap_ires_56f4f01b639df42b:2023-09-18,ires_ap_ires_56f4f01b639df42b,6.7877354104141645,2.262578470138055,0.32995637379951986,0.09427410292241896,3.499968321852408,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_56f4f01b639df42b:2023-12-20:serve_preferred,validation:ires_ap_ires_56f4f01b639df42b:2023-12-20,ires_ap_ires_56f4f01b639df42b,6.250372691326529,2.08345756377551,0.26995637379951976,0.08681073182397958,3.1097119921404714,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_58e0d520424e248c:2023-09-18:serve_preferred,validation:ires_ap_ires_58e0d520424e248c:2023-09-18,ires_ap_ires_58e0d520424e248c,39.8175081872749,6.636251364545818,0.3833118374016273,0.27651047352274244,1.386247083223416,0,0.0,0.0,0,12,serve_preferred (no demand response)
validation:ires_ap_ires_58e0d520424e248c:2023-12-20:serve_preferred,validation:ires_ap_ires_58e0d520424e248c:2023-12-20,ires_ap_ires_58e0d520424e248c,40.27423362545017,6.712372270908363,0.3833118374016273,0.2796821779545151,1.37052650335112,0,0.0,0.0,0,12,serve_preferred (no demand response)
validation:ires_ap_ires_5d07d2b8c8855c8c:2023-09-18:serve_preferred,validation:ires_ap_ires_5d07d2b8c8855c8c:2023-09-18,ires_ap_ires_5d07d2b8c8855c8c,6.403499999999999,2.1345,0.1695,0.0889375,1.9058327477160928,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_5dddbfa03f901020:2023-09-18:serve_preferred,validation:ires_ap_ires_5dddbfa03f901020:2023-09-18,ires_ap_ires_5dddbfa03f901020,6.357670339885954,2.1192234466286513,0.23789745973389356,0.08830097694286047,2.6941656589806127,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_5fe708b5bfa66820:2023-12-20:serve_preferred,validation:ires_ap_ires_5fe708b5bfa66820:2023-12-20,ires_ap_ires_5fe708b5bfa66820,6.958088157262905,2.319362719087635,0.433120906362545,0.09664011329531813,4.481792204019779,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_62a572f9e408f817:2023-03-26:serve_preferred,validation:ires_ap_ires_62a572f9e408f817:2023-03-26,ires_ap_ires_62a572f9e408f817,5.883090679771907,1.961030226590636,0.17448488670468185,0.08170959277460983,2.135427197464882,0,0.0,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_62a572f9e408f817:2023-09-18:serve_preferred,validation:ires_ap_ires_62a572f9e408f817:2023-09-18,ires_ap_ires_62a572f9e408f817,6.018090679771907,2.006030226590636,0.17448488670468185,0.08358459277460983,2.087524517529078,0,0.0,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_648abb2a4a02e24d:2023-03-26:serve_preferred,validation:ires_ap_ires_648abb2a4a02e24d:2023-03-26,ires_ap_ires_648abb2a4a02e24d,6.285374999999999,2.095125,0.183375,0.087296875,2.100590656882048,0,0.0,0.0,0,20,serve_preferred (no demand response)
validation:ires_ap_ires_65224b0c58f350ff:2023-03-26:serve_preferred,validation:ires_ap_ires_65224b0c58f350ff:2023-03-26,ires_ap_ires_65224b0c58f350ff,6.2710256594468765,2.0903418864822916,0.18092989994354547,0.08709757860342882,2.0773241098624835,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_65224b0c58f350ff:2023-12-20:serve_preferred,validation:ires_ap_ires_65224b0c58f350ff:2023-12-20,ires_ap_ires_65224b0c58f350ff,6.257887422948052,2.085962474316017,0.18092989994354547,0.0869151030965007,2.0816853860561078,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_6943422d47183ef7:2023-03-26:serve_preferred,validation:ires_ap_ires_6943422d47183ef7:2023-03-26,ires_ap_ires_6943422d47183ef7,6.551999999999999,2.1839999999999997,0.185,0.09099999999999998,2.0329670329670333,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_6de9636e51bb1995:2023-03-26:serve_preferred,validation:ires_ap_ires_6de9636e51bb1995:2023-03-26,ires_ap_ires_6de9636e51bb1995,6.728435291666667,2.2428117638888887,0.8568179027777778,0.09345049016203703,9.168682810460508,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_731d3dd30c988ab1:2023-03-26:serve_preferred,validation:ires_ap_ires_731d3dd30c988ab1:2023-03-26,ires_ap_ires_731d3dd30c988ab1,6.047999999999999,2.0159999999999996,0.2516991029263818,0.08399999999999998,2.9964178919807365,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_731d3dd30c988ab1:2023-09-18:serve_preferred,validation:ires_ap_ires_731d3dd30c988ab1:2023-09-18,ires_ap_ires_731d3dd30c988ab1,6.047999999999999,2.015999999999999,0.19169910292638181,0.08399999999999996,2.2821321776950225,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_7afa36c8b86b3fd4:2023-03-26:serve_preferred,validation:ires_ap_ires_7afa36c8b86b3fd4:2023-03-26,ires_ap_ires_7afa36c8b86b3fd4,119.41736159944625,13.647698468508143,1.2575785121299021,0.5686541028545059,2.2114999361073147,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_7afa36c8b86b3fd4:2023-12-20:serve_preferred,validation:ires_ap_ires_7afa36c8b86b3fd4:2023-12-20,ires_ap_ires_7afa36c8b86b3fd4,12.022486066302717,2.0037476777171195,0.1582350105038147,0.08348948657154664,1.8952686979122164,0,181.23592573265182,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_7c6df18722ef1c30:2023-03-26:serve_preferred,validation:ires_ap_ires_7c6df18722ef1c30:2023-03-26,ires_ap_ires_7c6df18722ef1c30,6.6019999999999985,2.2006666666666663,0.24397099781579296,0.09169444444444443,2.6606955229835045,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_7c6df18722ef1c30:2023-09-18:serve_preferred,validation:ires_ap_ires_7c6df18722ef1c30:2023-09-18,ires_ap_ires_7c6df18722ef1c30,6.451999999999998,2.150666666666666,0.16397099781579297,0.08961111111111109,1.8298065472314162,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_7c6df18722ef1c30:2023-12-20:serve_preferred,validation:ires_ap_ires_7c6df18722ef1c30:2023-12-20,ires_ap_ires_7c6df18722ef1c30,6.451999999999998,2.150666666666666,0.21609190417833798,0.08961111111111109,2.411440964172402,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_841b733182a77b07:2023-03-26:serve_preferred,validation:ires_ap_ires_841b733182a77b07:2023-03-26,ires_ap_ires_841b733182a77b07,6.551999999999999,2.1839999999999997,0.20998079306722686,0.09099999999999998,2.307481242496999,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_841b733182a77b07:2023-09-18:serve_preferred,validation:ires_ap_ires_841b733182a77b07:2023-09-18,ires_ap_ires_841b733182a77b07,6.05843388205282,2.0194779606842737,0.20998079306722686,0.0841449150285114,2.4954662203423417,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_87986a9a0a98ec26:2023-09-18:serve_preferred,validation:ires_ap_ires_87986a9a0a98ec26:2023-09-18,ires_ap_ires_87986a9a0a98ec26,63.00059444018579,10.5000990733643,1.376740243928642,0.43750412805684585,3.146805151401358,0,0.0,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_87986a9a0a98ec26:2023-12-20:serve_preferred,validation:ires_ap_ires_87986a9a0a98ec26:2023-12-20,ires_ap_ires_87986a9a0a98ec26,9.057018040529645,1.5095030067549409,0.26212090636254504,0.06289595861478921,4.167531780029353,0,181.23592573265182,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_8a2a996e111c76fa:2023-09-18:serve_preferred,validation:ires_ap_ires_8a2a996e111c76fa:2023-09-18,ires_ap_ires_8a2a996e111c76fa,49.25247175020008,8.208745291700012,0.6749691286306189,0.3420310538208338,1.9734147560302757,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_8a2a996e111c76fa:2023-12-20:serve_preferred,validation:ires_ap_ires_8a2a996e111c76fa:2023-12-20,ires_ap_ires_8a2a996e111c76fa,48.53060903111245,8.08843483851874,0.4749691286306189,0.33701811827161415,1.4093281722255224,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_90f9f549400c9f12:2023-03-26:serve_preferred,validation:ires_ap_ires_90f9f549400c9f12:2023-03-26,ires_ap_ires_90f9f549400c9f12,39.063488082549675,6.5105813470916125,0.4812703751306078,0.27127422279548385,1.774110234916946,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_90f9f549400c9f12:2023-09-18:serve_preferred,validation:ires_ap_ires_90f9f549400c9f12:2023-09-18,ires_ap_ires_90f9f549400c9f12,29.162616061912257,6.480581347091613,0.4812703751306078,0.2700242227954839,1.782322971428832,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_9e357c36749313ab:2023-03-26:serve_preferred,validation:ires_ap_ires_9e357c36749313ab:2023-03-26,ires_ap_ires_9e357c36749313ab,6.552,2.1839999999999997,0.2411991029263818,0.09099999999999998,2.6505395925976027,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_a2864aa7c87727f2:2023-03-26:serve_preferred,validation:ires_ap_ires_a2864aa7c87727f2:2023-03-26,ires_ap_ires_a2864aa7c87727f2,89.0714898974854,14.845248316247568,2.0,0.618552013176982,3.2333578379733665,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_a2864aa7c87727f2:2023-09-18:serve_preferred,validation:ires_ap_ires_a2864aa7c87727f2:2023-09-18,ires_ap_ires_a2864aa7c87727f2,74.15456739423512,12.359094565705853,2.0,0.5149622735710772,3.8837796526932413,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_a2864aa7c87727f2:2023-12-20:serve_preferred,validation:ires_ap_ires_a2864aa7c87727f2:2023-12-20,ires_ap_ires_a2864aa7c87727f2,16.1287396948075,2.6881232824679167,0.5458450704225352,0.11200513676949653,4.873393186830969,0,181.23592573265182,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_a4ce0e68c6597377:2023-03-26:serve_preferred,validation:ires_ap_ires_a4ce0e68c6597377:2023-03-26,ires_ap_ires_a4ce0e68c6597377,6.176116078806523,2.0587053596021736,0.2890965221296852,0.0857793899834239,3.3702328984334176,0,105.78410125004498,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_a4ce0e68c6597377:2023-09-18:serve_preferred,validation:ires_ap_ires_a4ce0e68c6597377:2023-09-18,ires_ap_ires_a4ce0e68c6597377,6.356116078806522,2.118705359602174,0.3049756157671402,0.08827938998342393,3.454663832910547,0,3.36688940742221,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_a559016f674e44e8:2023-09-18:serve_preferred,validation:ires_ap_ires_a559016f674e44e8:2023-09-18,ires_ap_ires_a559016f674e44e8,57.37333485714284,9.562222476190474,0.5417024898792849,0.3984259365079364,1.3596064920550035,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_a559016f674e44e8:2023-12-20:serve_preferred,validation:ires_ap_ires_a559016f674e44e8:2023-12-20,ires_ap_ires_a559016f674e44e8,57.37333485714283,9.562222476190474,0.6617024898792849,0.3984259365079364,1.6607917036698845,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_ae7e73d3681eb798:2023-03-26:serve_preferred,validation:ires_ap_ires_ae7e73d3681eb798:2023-03-26,ires_ap_ires_ae7e73d3681eb798,78.3564383452266,8.955021525168753,0.610195616360394,0.3731258968820314,1.6353612050500885,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_ae7e73d3681eb798:2023-09-18:serve_preferred,validation:ires_ap_ires_ae7e73d3681eb798:2023-09-18,ires_ap_ires_ae7e73d3681eb798,51.897826334111116,8.649637722351851,0.828195616360394,0.3604015717646605,2.2979800346187154,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_ae7e73d3681eb798:2023-12-20:serve_preferred,validation:ires_ap_ires_ae7e73d3681eb798:2023-12-20,ires_ap_ires_ae7e73d3681eb798,54.834805207350556,9.139134201225092,0.8101956163603939,0.38079725838437883,2.127629856889826,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_afd3b566cac02076:2023-09-18:serve_preferred,validation:ires_ap_ires_afd3b566cac02076:2023-09-18,ires_ap_ires_afd3b566cac02076,6.640450269463417,2.213483423154473,0.230919173348917,0.0922284759647697,2.5037730585196454,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_b227a2fc35b0ddd3:2023-03-26:serve_preferred,validation:ires_ap_ires_b227a2fc35b0ddd3:2023-03-26,ires_ap_ires_b227a2fc35b0ddd3,5.172977568953636,1.7243258563178792,0.14818169291073235,0.07184691067991163,2.062464363581382,0,0.0,0.0,0,12,serve_preferred (no demand response)
validation:ires_ap_ires_b3fcd2002c542aef:2023-03-26:serve_preferred,validation:ires_ap_ires_b3fcd2002c542aef:2023-03-26,ires_ap_ires_b3fcd2002c542aef,6.551999999999998,2.184,0.1325,0.09100000000000001,1.456043956043956,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_b3fcd2002c542aef:2023-12-20:serve_preferred,validation:ires_ap_ires_b3fcd2002c542aef:2023-12-20,ires_ap_ires_b3fcd2002c542aef,6.552,2.184,0.1325,0.09100000000000001,1.456043956043956,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_b5750bf7036b75ea:2023-12-20:serve_preferred,validation:ires_ap_ires_b5750bf7036b75ea:2023-12-20,ires_ap_ires_b5750bf7036b75ea,7.7942418127250885,2.5980806042416966,0.661259958829776,0.10825335851007069,6.108447515448305,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_bd8dd8eca6636d7e:2023-12-20:serve_preferred,validation:ires_ap_ires_bd8dd8eca6636d7e:2023-12-20,ires_ap_ires_bd8dd8eca6636d7e,6.5260881572629055,2.175362719087635,0.399,0.09064011329531813,4.4020245065228725,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_c4323f162040eea8:2023-12-20:serve_preferred,validation:ires_ap_ires_c4323f162040eea8:2023-12-20,ires_ap_ires_c4323f162040eea8,5.947999999999999,1.9826666666666664,0.161591904178338,0.0826111111111111,1.9560553296638092,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_c4a273b625fa8a8f:2023-03-26:serve_preferred,validation:ires_ap_ires_c4a273b625fa8a8f:2023-03-26,ires_ap_ires_c4a273b625fa8a8f,5.84438738420368,1.9481291280678934,0.21294436576714018,0.08117204700282889,2.6233706507329915,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_ce96073bb198098c:2023-12-20:serve_preferred,validation:ires_ap_ires_ce96073bb198098c:2023-12-20,ires_ap_ires_ce96073bb198098c,43.245774768407344,7.207629128067892,0.8878193657671402,0.3003178803361622,2.956265423734862,0,0.0,0.0,0,16,serve_preferred (no demand response)
validation:ires_ap_ires_d1bd013cbc351df8:2023-12-20:serve_preferred,validation:ires_ap_ires_d1bd013cbc351df8:2023-12-20,ires_ap_ires_d1bd013cbc351df8,43.40753571428571,7.234589285714284,0.48398214285714275,0.30144122023809516,1.6055605881467256,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_d38c01f7693943e8:2023-03-26:serve_preferred,validation:ires_ap_ires_d38c01f7693943e8:2023-03-26,ires_ap_ires_d38c01f7693943e8,4.436660124216353,1.4788867080721175,0.2694969967709306,0.061620279503004895,4.373511430726124,0,0.0,0.0,0,8,serve_preferred (no demand response)
validation:ires_ap_ires_da327c716d6d3305:2023-03-26:serve_preferred,validation:ires_ap_ires_da327c716d6d3305:2023-03-26,ires_ap_ires_da327c716d6d3305,100.33610999999996,11.466984,0.8016309336530387,0.477791,1.6777857549703503,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_de66d101741ea8e9:2023-03-26:serve_preferred,validation:ires_ap_ires_de66d101741ea8e9:2023-03-26,ires_ap_ires_de66d101741ea8e9,68.27462285714299,8.800317714285715,1.2408414346590748,0.36667990476190476,3.383990828362375,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_de66d101741ea8e9:2023-12-20:serve_preferred,validation:ires_ap_ires_de66d101741ea8e9:2023-12-20,ires_ap_ires_de66d101741ea8e9,52.80190628571428,8.800317714285715,1.3008414346590749,0.36667990476190476,3.547621284301758,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_de765bf9f02f472c:2023-09-18:serve_preferred,validation:ires_ap_ires_de765bf9f02f472c:2023-09-18,ires_ap_ires_de765bf9f02f472c,5.920902000684075,1.9736340002280253,0.28863361974954294,0.08223475000950105,3.5098741069462176,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_e6f467a1d91dfd92:2023-09-18:serve_preferred,validation:ires_ap_ires_e6f467a1d91dfd92:2023-09-18,ires_ap_ires_e6f467a1d91dfd92,6.090161208483392,2.030053736161131,0.30210747232226226,0.08458557234004711,3.5716194140975177,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_e6f467a1d91dfd92:2023-12-20:serve_preferred,validation:ires_ap_ires_e6f467a1d91dfd92:2023-12-20,ires_ap_ires_e6f467a1d91dfd92,5.5887984893957565,1.8629328297985854,0.24210747232226223,0.07762220124160772,3.1190492983917815,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_ee0c4b4c560879f0:2023-03-26:serve_preferred,validation:ires_ap_ires_ee0c4b4c560879f0:2023-03-26,ires_ap_ires_ee0c4b4c560879f0,126.43988786604935,21.073314644341558,2.059832277800924,0.8780547768475649,2.3459040735433776,0,0.0,0.0,0,4,serve_preferred (no demand response)
validation:ires_ap_ires_f8614745f422dec6:2023-03-26:serve_preferred,validation:ires_ap_ires_f8614745f422dec6:2023-03-26,ires_ap_ires_f8614745f422dec6,10.088277439996345,3.3627591466654474,0.8863450704225352,0.14011496444439364,6.325841596843086,0,0.0,0.0,0,0,serve_preferred (no demand response)
validation:ires_ap_ires_f8614745f422dec6:2023-09-18:serve_preferred,validation:ires_ap_ires_f8614745f422dec6:2023-09-18,ires_ap_ires_f8614745f422dec6,10.138902439996343,3.3796341466654476,0.8038450704225352,0.14081808944439364,5.708393528091134,0,0.0,0.0,0,0,serve_preferred (no demand response)
