lst_minus_utc_hours,matched_rows,temperature_mae_c,humidity_mae_pct
5,168,0.0,0.0
6,168,0.7811904761904762,3.0260714285714285
4,168,0.7813690476190475,3.024404761904762
7,168,1.5392857142857141,6.027321428571428
3,168,1.5402380952380952,6.00422619047619
